,filepath,pid,cfversion,timestamp,error_level,error_type,var_id,error_details,logfile,model,dataset_id,error_var_type,cf_severity_level
0,/badc/cmip6/data/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp119/r1i1p1f2/Lmon/mrro/gn/v20190830/mrro_Lmon_UKESM1-0-LL_ssp119_r1i1p1f2_gn_201501-204912.nc,hdl:21.14100/2c724032-2d5e-4d8a-b19f-183f4ac851ad,CF-1.7 CMIP-6.2,2021-06-16,pass,,,,,UKESM1-0-LL,CMIP6.ScenarioMIP.MOHC.UKESM1-0-LL.ssp119.r1i1p1f2.Lmon.mrro.gn.v20190830,N/A,pass
1,/badc/cmip6/data/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp119/r1i1p1f2/Lmon/mrro/gn/v20190830/mrro_Lmon_UKESM1-0-LL_ssp119_r1i1p1f2_gn_205001-210012.nc,hdl:21.14100/6e1af4b0-b5f4-4df7-be15-11a68a4605ce,CF-1.7 CMIP-6.2,2021-06-16,pass,,,,,UKESM1-0-LL,CMIP6.ScenarioMIP.MOHC.UKESM1-0-LL.ssp119.r1i1p1f2.Lmon.mrro.gn.v20190830,N/A,pass
